,temporada_alta,dif_min,atraso_15,periodo_dia
18981,0,5.0,0,PM1
18982,0,2.0,0,PM1
18983,0,-1.0,0,PM1
18984,0,45.0,1,PM2
18985,0,0.0,0,PM2
18986,0,3.0,0,PM2
18987,0,3.0,0,PM2
18988,0,-3.0,0,PM2
18989,0,-1.0,0,PM2
18990,0,0.0,0,PM2
18991,0,0.0,0,PM2
18992,0,-3.0,0,PM2
18993,0,-5.0,0,PM2
18994,0,9.0,0,PM2
18995,0,-4.0,0,PM2
18996,0,-5.0,0,PM2
18997,0,-4.0,0,PM2
18998,0,-2.0,0,PM2
18999,0,-2.0,0,PM2
19000,0,22.0,1,PM2
19001,0,-6.0,0,PM2
19002,0,0.0,0,PM2
19003,0,14.0,0,PM2
19004,0,2.0,0,PM2
19005,0,-1.0,0,PM2
19006,0,-1.0,0,PM2
19007,0,60.0,1,PM2
19008,0,1.0,0,PM2
19009,0,1.0,0,PM1
19010,0,8.0,0,PM1
19011,0,6.0,0,PM1
19012,0,4.0,0,PM2
19013,0,-1.0,0,AM
19014,0,2.0,0,AM
19015,0,3.0,0,AM
19016,0,-1.0,0,AM
19017,0,-7.0,0,AM
19018,0,-4.0,0,AM
19019,0,1.0,0,AM
19020,0,-5.0,0,AM
19021,0,-4.0,0,AM
19022,0,-3.0,0,AM
19023,0,-6.0,0,AM
19024,0,-9.0,0,AM
19025,0,3.0,0,AM
19026,0,-1.0,0,AM
19027,0,-4.0,0,AM
19028,0,-3.0,0,AM
19029,0,-4.0,0,AM
19030,0,-3.0,0,AM
19031,0,-6.0,0,AM
19032,0,-7.0,0,AM
19033,0,-5.0,0,AM
19034,0,-2.0,0,AM
19035,0,-1.0,0,AM
19036,0,-2.0,0,AM
19037,0,-5.0,0,AM
19038,0,-8.0,0,AM
19039,0,2.0,0,AM
19040,0,0.0,0,PM2
19041,0,-3.0,0,PM2
19042,0,0.0,0,PM1
19043,0,27.0,1,PM1
19044,0,-4.0,0,PM1
19045,0,0.0,0,PM1
19046,0,-2.0,0,PM1
19047,0,3.0,0,PM1
19048,0,8.0,0,PM1
19049,0,-5.0,0,PM1
19050,0,-2.0,0,PM1
19051,0,35.0,1,PM1
19052,0,-4.0,0,PM1
19053,0,-3.0,0,PM1
19054,0,6.0,0,PM1
19055,0,-6.0,0,PM1
19056,0,1.0,0,PM1
19057,0,-3.0,0,PM1
19058,0,-4.0,0,PM1
19059,0,0.0,0,PM1
19060,0,-1.0,0,PM1
19061,0,-6.0,0,PM1
19062,0,-4.0,0,PM1
19063,0,14.0,0,PM1
19064,0,11.0,0,PM1
19065,0,10.0,0,PM1
19066,0,-2.0,0,PM1
19067,0,-7.0,0,PM1
19068,0,-1.0,0,PM1
19069,0,-12.0,0,PM1
19070,0,2.0,0,PM1
19071,0,-1.0,0,PM1
19072,0,0.0,0,PM1
19073,0,14.0,0,PM1
19074,0,-1.0,0,PM1
19075,0,0.0,0,PM1
19076,0,1.0,0,PM1
19077,0,0.0,0,PM1
19078,0,5.0,0,PM1
19079,0,-8.0,0,PM1
19080,0,11.0,0,PM1
19081,0,4.0,0,PM1
19082,0,-3.0,0,PM1
19083,0,1.0,0,PM1
19084,0,6.0,0,PM1
19085,0,1.0,0,PM1
19086,0,-1.0,0,PM1
19087,0,1.0,0,PM1
19088,0,10.0,0,PM1
19089,0,-7.0,0,PM1
19090,0,-4.0,0,PM1
19091,0,-4.0,0,PM1
19092,0,-4.0,0,PM1
19093,0,-4.0,0,PM1
19094,0,-2.0,0,PM1
19095,0,-1.0,0,PM1
19096,0,17.0,1,AM
19097,0,40.0,1,PM1
19098,0,4.0,0,PM1
19099,0,1.0,0,PM1
19100,0,-1.0,0,PM1
19101,0,15.0,0,PM1
19102,0,0.0,0,PM1
19103,0,30.0,1,PM1
19104,0,37.0,1,PM1
19105,0,-1.0,0,PM1
19106,0,2.0,0,PM1
19107,0,-3.0,0,PM1
19108,0,-3.0,0,PM1
19109,0,4.0,0,PM1
19110,0,-5.0,0,PM1
19111,0,6.0,0,PM1
19112,0,16.0,1,PM1
19113,0,19.0,1,PM1
19114,0,30.0,1,PM1
19115,0,23.0,1,PM1
19116,0,17.0,1,PM1
19117,0,12.0,0,PM1
19118,0,5.0,0,PM1
19119,0,3.0,0,PM1
19120,0,-3.0,0,PM1
19121,0,-1.0,0,AM
19122,0,7.0,0,PM2
19123,0,12.0,0,AM
19124,0,-1.0,0,AM
19125,0,-3.0,0,AM
19126,0,2.0,0,AM
19127,0,-4.0,0,AM
19128,0,3.0,0,PM2
19129,0,-2.0,0,AM
19130,0,0.0,0,AM
19131,0,-2.0,0,AM
19132,0,-2.0,0,AM
19133,0,3.0,0,AM
19134,0,19.0,1,PM2
19135,0,0.0,0,AM
19136,0,-1.0,0,AM
19137,0,3.0,0,AM
19138,0,-5.0,0,AM
19139,0,0.0,0,AM
19140,0,5.0,0,PM2
19141,0,0.0,0,AM
19142,0,-7.0,0,AM
19143,0,-2.0,0,AM
19144,0,-5.0,0,AM
19145,0,8.0,0,AM
19146,0,4.0,0,PM2
19147,0,0.0,0,PM1
19148,0,9.0,0,PM1
19149,0,-3.0,0,PM1
19150,0,-2.0,0,PM1
19151,0,0.0,0,PM1
19152,0,-4.0,0,PM1
19153,0,1.0,0,PM1
19154,0,12.0,0,PM1
19155,0,-5.0,0,PM1
19156,0,-3.0,0,PM1
19157,0,19.0,1,PM1
19158,0,6.0,0,PM1
19159,0,14.0,0,PM1
19160,0,4.0,0,PM1
19161,0,-8.0,0,PM1
19162,0,2.0,0,PM1
19163,0,-2.0,0,PM1
19164,0,-1.0,0,PM1
19165,0,-3.0,0,PM1
19166,0,-2.0,0,PM1
19167,0,3.0,0,PM1
19168,0,-4.0,0,PM1
19169,0,-2.0,0,PM1
19170,0,3.0,0,PM1
19171,0,2.0,0,PM1
19172,0,-4.0,0,PM1
19173,0,-5.0,0,PM1
19174,0,-2.0,0,PM1
19175,0,-2.0,0,PM1
19176,0,20.0,1,PM1
19177,0,-3.0,0,PM2
19178,0,-6.0,0,PM2
19179,0,5.0,0,AM
19180,0,-7.0,0,AM
19181,0,1.0,0,AM
19182,0,15.0,0,AM
19183,0,7.0,0,AM
19184,0,13.0,0,AM
19185,0,-4.0,0,AM
19186,0,-8.0,0,AM
19187,0,4.0,0,AM
19188,0,7.0,0,AM
19189,0,-1.0,0,AM
19190,0,5.0,0,AM
19191,0,1.0,0,AM
19192,0,2.0,0,AM
19193,0,3.0,0,AM
19194,0,-5.0,0,AM
19195,0,3.0,0,AM
19196,0,-8.0,0,AM
19197,0,0.0,0,AM
19198,0,2.0,0,AM
19199,0,7.0,0,AM
19200,0,-1.0,0,AM
19201,0,-1.0,0,AM
19202,0,-1.0,0,AM
19203,0,-3.0,0,AM
19204,0,7.0,0,AM
19205,0,0.0,0,AM
19206,0,3.0,0,AM
19207,0,29.0,1,AM
19208,0,-5.0,0,AM
19209,0,3.0,0,PM2
19210,0,28.0,1,PM2
19211,0,0.0,0,AM
19212,0,4.0,0,PM2
19213,0,3.0,0,AM
19214,0,2.0,0,PM2
19215,0,0.0,0,PM2
19216,0,0.0,0,AM
19217,0,0.0,0,PM2
19218,0,0.0,0,AM
19219,0,-2.0,0,PM1
19220,0,4.0,0,AM
19221,0,-4.0,0,PM1
19222,0,6.0,0,PM1
19223,0,-1.0,0,AM
19224,0,2.0,0,PM1
19225,0,-3.0,0,PM1
19226,0,24.0,1,PM1
19227,0,22.0,1,PM2
19228,0,-3.0,0,PM2
19229,0,-3.0,0,PM2
19230,0,12.0,0,PM2
19231,0,4.0,0,PM2
19232,0,7.0,0,PM2
19233,0,3.0,0,PM2
19234,0,-3.0,0,PM2
19235,0,3.0,0,PM2
19236,0,1.0,0,PM1
19237,0,3.0,0,PM2
19238,0,16.0,1,AM
19239,0,109.0,1,AM
19240,0,-2.0,0,PM1
19241,0,-2.0,0,PM1
19242,0,-5.0,0,AM
19243,0,-5.0,0,AM
19244,0,7.0,0,PM1
19245,0,0.0,0,PM1
19246,0,-2.0,0,AM
19247,0,1.0,0,AM
19248,0,6.0,0,PM1
19249,0,9.0,0,PM1
19250,0,-3.0,0,AM
19251,0,-2.0,0,AM
19252,0,-2.0,0,PM1
19253,0,46.0,1,PM1
19254,0,-2.0,0,AM
19255,0,0.0,0,AM
19256,0,-1.0,0,AM
19257,0,2.0,0,PM2
19258,0,2.0,0,PM2
19259,0,0.0,0,PM2
19260,0,1.0,0,PM2
19261,0,13.0,0,PM2
19262,0,4.0,0,PM1
19263,0,2.0,0,PM2
19264,0,7.0,0,PM2
19265,0,2.0,0,PM2
19266,0,7.0,0,PM2
19267,0,23.0,1,PM2
19268,0,6.0,0,PM2
19269,0,0.0,0,PM1
19270,0,-2.0,0,PM1
19271,0,5.0,0,PM1
19272,0,1.0,0,AM
19273,0,110.0,1,PM2
19274,0,0.0,0,PM2
19275,0,-1.0,0,PM2
19276,0,3.0,0,PM2
19277,0,3.0,0,PM2
19278,0,16.0,1,PM2
19279,0,0.0,0,PM2
19280,0,14.0,0,PM2
19281,0,2.0,0,PM2
19282,0,31.0,1,PM2
19283,0,-3.0,0,PM2
19284,0,1.0,0,PM2
19285,0,-1.0,0,PM2
19286,0,11.0,0,PM2
19287,0,0.0,0,PM2
19288,0,20.0,1,PM2
19289,0,-3.0,0,PM2
19290,0,3.0,0,PM2
19291,0,7.0,0,AM
19292,0,-2.0,0,AM
19293,0,4.0,0,AM
19294,0,8.0,0,AM
19295,0,1.0,0,AM
19296,0,6.0,0,AM
19297,0,1.0,0,AM
19298,0,9.0,0,AM
19299,0,3.0,0,AM
19300,0,16.0,1,AM
19301,0,2.0,0,AM
19302,0,11.0,0,AM
19303,0,0.0,0,AM
19304,0,0.0,0,AM
19305,0,2.0,0,AM
19306,0,0.0,0,AM
19307,0,6.0,0,AM
19308,0,-2.0,0,AM
19309,0,2.0,0,AM
19310,0,2.0,0,AM
19311,0,7.0,0,AM
19312,0,0.0,0,AM
19313,0,13.0,0,AM
19314,0,7.0,0,AM
19315,0,4.0,0,AM
19316,0,-1.0,0,AM
19317,0,3.0,0,AM
19318,0,0.0,0,AM
19319,0,106.0,1,AM
19320,0,-3.0,0,AM
19321,0,8.0,0,PM1
19322,0,1.0,0,PM1
19323,0,2.0,0,PM1
19324,0,0.0,0,PM1
19325,0,1.0,0,PM1
19326,0,3.0,0,PM1
19327,0,0.0,0,PM1
19328,0,2.0,0,PM1
19329,0,-1.0,0,PM1
19330,0,3.0,0,PM1
19331,0,0.0,0,PM1
19332,0,9.0,0,PM1
19333,0,5.0,0,PM1
19334,0,2.0,0,PM1
19335,0,-1.0,0,PM1
19336,0,6.0,0,PM1
19337,0,3.0,0,PM1
19338,0,2.0,0,PM1
19339,0,4.0,0,PM1
19340,0,9.0,0,PM1
19341,0,5.0,0,PM2
19342,0,3.0,0,AM
19343,0,4.0,0,PM2
19344,0,6.0,0,AM
19345,0,-2.0,0,PM2
19346,0,1.0,0,PM2
19347,0,4.0,0,AM
19348,0,2.0,0,PM2
19349,0,-1.0,0,AM
19350,0,-5.0,0,AM
19351,0,1.0,0,AM
19352,0,0.0,0,AM
19353,0,1.0,0,PM2
19354,0,1.0,0,AM
19355,0,1.0,0,PM2
19356,0,-4.0,0,AM
19357,0,8.0,0,AM
19358,0,9.0,0,AM
19359,0,3.0,0,AM
19360,0,0.0,0,AM
19361,0,1.0,0,AM
19362,0,7.0,0,AM
19363,0,1.0,0,AM
19364,0,7.0,0,AM
19365,0,-2.0,0,AM
19366,0,1.0,0,PM1
19367,0,51.0,1,PM1
19368,0,-2.0,0,AM
19369,0,0.0,0,AM
19370,0,2.0,0,AM
19371,0,3.0,0,AM
19372,0,4.0,0,PM1
19373,0,4.0,0,PM1
19374,0,14.0,0,AM
19375,0,2.0,0,AM
19376,0,1.0,0,AM
19377,0,-8.0,0,PM1
19378,0,3.0,0,PM1
19379,0,-1.0,0,AM
19380,0,-4.0,0,AM
19381,0,2.0,0,PM1
19382,0,6.0,0,PM1
19383,0,3.0,0,AM
19384,0,2.0,0,AM
19385,0,-1.0,0,AM
19386,0,4.0,0,AM
19387,0,-4.0,0,AM
19388,0,9.0,0,AM
19389,0,1.0,0,AM
19390,0,-2.0,0,AM
19391,0,7.0,0,AM
19392,0,-4.0,0,AM
19393,0,1.0,0,AM
19394,0,2.0,0,AM
19395,0,5.0,0,AM
19396,0,10.0,0,AM
19397,0,-1.0,0,AM
19398,0,6.0,0,AM
19399,0,24.0,1,AM
19400,0,0.0,0,AM
19401,0,1.0,0,AM
19402,0,3.0,0,AM
19403,0,-2.0,0,AM
19404,0,0.0,0,AM
19405,0,1.0,0,AM
19406,0,7.0,0,AM
19407,0,18.0,1,AM
19408,0,2.0,0,AM
19409,0,-1.0,0,AM
19410,0,2.0,0,AM
19411,0,-1.0,0,AM
19412,0,0.0,0,AM
19413,0,-2.0,0,AM
19414,0,1.0,0,AM
19415,0,-3.0,0,AM
19416,0,4.0,0,AM
19417,0,13.0,0,AM
19418,0,3.0,0,PM2
19419,0,0.0,0,AM
19420,0,-4.0,0,PM2
19421,0,5.0,0,AM
19422,0,2.0,0,PM2
19423,0,24.0,1,AM
19424,0,-3.0,0,PM2
19425,0,24.0,1,PM1
19426,0,-1.0,0,PM1
19427,0,1.0,0,PM1
19428,0,4.0,0,PM1
19429,0,-1.0,0,PM1
19430,0,6.0,0,PM1
19431,0,14.0,0,PM1
19432,0,9.0,0,PM1
19433,0,-3.0,0,AM
19434,0,-2.0,0,PM1
19435,0,82.0,1,AM
19436,0,5.0,0,PM1
19437,0,-5.0,0,AM
19438,0,19.0,1,PM1
19439,0,6.0,0,PM1
19440,0,13.0,0,AM
19441,0,-1.0,0,PM1
19442,0,12.0,0,PM1
19443,0,-1.0,0,AM
19444,0,-5.0,0,PM1
19445,0,2.0,0,AM
19446,0,-2.0,0,PM1
19447,0,5.0,0,PM1
19448,0,5.0,0,AM
19449,0,6.0,0,PM1
19450,0,-2.0,0,AM
19451,0,4.0,0,PM1
19452,0,-1.0,0,PM1
19453,0,3.0,0,AM
19454,0,0.0,0,PM1
19455,0,12.0,0,AM
19456,0,-2.0,0,PM1
19457,0,-3.0,0,PM1
19458,0,0.0,0,AM
19459,0,-1.0,0,PM1
19460,0,5.0,0,PM1
19461,0,3.0,0,PM1
19462,0,-3.0,0,PM1
19463,0,-1.0,0,PM1
19464,0,-2.0,0,PM1
19465,0,-1.0,0,PM1
19466,0,0.0,0,PM1
19467,0,0.0,0,PM1
19468,0,12.0,0,PM1
19469,0,1.0,0,PM1
19470,0,1.0,0,PM1
19471,0,0.0,0,PM1
19472,0,1.0,0,PM1
19473,0,2.0,0,PM1
19474,0,-4.0,0,PM1
19475,0,-2.0,0,PM1
19476,0,-2.0,0,PM1
19477,0,0.0,0,PM1
19478,0,-2.0,0,PM1
19479,0,0.0,0,PM1
19480,0,-1.0,0,PM1
19481,0,3.0,0,PM1
19482,0,-5.0,0,PM1
19483,0,9.0,0,PM1
19484,0,5.0,0,PM1
19485,0,5.0,0,PM1
19486,0,-1.0,0,PM1
19487,0,0.0,0,PM1
19488,0,-3.0,0,PM1
19489,0,-1.0,0,PM1
19490,0,7.0,0,PM1
19491,0,0.0,0,PM1
19492,0,-5.0,0,PM1
19493,0,2.0,0,PM1
19494,0,4.0,0,PM1
19495,0,-2.0,0,PM1
19496,0,-1.0,0,PM1
19497,0,27.0,1,PM1
19498,0,-1.0,0,PM1
19499,0,-2.0,0,PM1
19500,0,-5.0,0,PM1
19501,0,6.0,0,PM1
19502,0,11.0,0,PM1
19503,0,3.0,0,PM1
19504,0,9.0,0,PM1
19505,0,7.0,0,PM1
19506,0,-3.0,0,PM1
19507,0,3.0,0,PM2
19508,0,-1.0,0,PM2
19509,0,-3.0,0,PM2
19510,0,1.0,0,PM2
19511,0,1.0,0,PM2
19512,0,1.0,0,PM2
19513,0,0.0,0,PM2
19514,0,2.0,0,PM2
19515,0,2.0,0,PM2
19516,0,1.0,0,PM2
19517,0,2.0,0,PM2
19518,0,3.0,0,PM2
19519,0,3.0,0,PM2
19520,0,-2.0,0,AM
19521,0,-1.0,0,PM2
19522,0,7.0,0,PM2
19523,0,2.0,0,AM
19524,0,0.0,0,PM2
19525,0,-3.0,0,PM2
19526,0,1.0,0,AM
19527,0,-2.0,0,PM2
19528,0,-1.0,0,PM2
19529,0,-2.0,0,AM
19530,0,-1.0,0,PM2
19531,0,7.0,0,AM
19532,0,2.0,0,AM
19533,0,5.0,0,AM
19534,0,1.0,0,AM
19535,0,-11.0,0,AM
19536,0,5.0,0,AM
19537,0,0.0,0,PM1
19538,0,0.0,0,PM1
19539,0,-5.0,0,PM1
19540,0,4.0,0,PM1
19541,0,-1.0,0,PM1
19542,0,2.0,0,PM1
19543,0,1.0,0,PM1
19544,0,-3.0,0,PM1
19545,0,0.0,0,PM1
19546,0,-1.0,0,PM1
19547,0,3.0,0,PM1
19548,0,14.0,0,PM1
19549,0,2.0,0,AM
19550,0,3.0,0,AM
19551,0,17.0,1,AM
19552,0,18.0,1,AM
19553,0,3.0,0,AM
19554,0,2.0,0,AM
19555,0,-6.0,0,AM
19556,0,-1.0,0,AM
19557,0,5.0,0,AM
19558,0,0.0,0,AM
19559,0,1.0,0,AM
19560,0,0.0,0,AM
19561,0,-2.0,0,AM
19562,0,3.0,0,AM
19563,0,0.0,0,AM
19564,0,-1.0,0,AM
19565,0,-1.0,0,AM
19566,0,-1.0,0,AM
19567,0,0.0,0,AM
19568,0,-1.0,0,AM
19569,0,-2.0,0,AM
19570,0,-2.0,0,AM
19571,0,-1.0,0,AM
19572,0,2.0,0,AM
19573,0,-4.0,0,AM
19574,0,1.0,0,AM
19575,0,4.0,0,AM
19576,0,8.0,0,AM
19577,0,5.0,0,PM1
19578,0,1.0,0,PM1
19579,0,5.0,0,PM1
19580,0,4.0,0,PM1
19581,0,8.0,0,PM1
19582,0,9.0,0,PM1
19583,0,0.0,0,PM1
19584,0,2.0,0,PM1
19585,0,1.0,0,PM1
19586,0,0.0,0,PM1
19587,0,-1.0,0,AM
19588,0,0.0,0,PM1
19589,0,7.0,0,PM1
19590,0,4.0,0,PM1
19591,0,-1.0,0,PM1
19592,0,3.0,0,PM1
19593,0,-7.0,0,PM1
19594,0,21.0,1,PM1
19595,0,2.0,0,PM1
19596,0,9.0,0,PM1
19597,0,-5.0,0,PM1
19598,0,2.0,0,PM1
19599,0,6.0,0,PM1
19600,0,-2.0,0,PM2
19601,0,4.0,0,PM1
19602,0,1.0,0,PM1
19603,0,1.0,0,PM1
19604,0,3.0,0,PM1
19605,0,5.0,0,PM1
19606,0,0.0,0,PM1
19607,0,9.0,0,PM1
19608,0,5.0,0,PM1
19609,0,1.0,0,PM1
19610,0,4.0,0,PM1
19611,0,1.0,0,PM1
19612,0,6.0,0,PM1
19613,0,-2.0,0,PM2
19614,0,-3.0,0,PM1
19615,0,-5.0,0,PM2
19616,0,6.0,0,PM1
19617,0,5.0,0,PM2
19618,0,2.0,0,PM2
19619,0,1.0,0,PM2
19620,0,10.0,0,PM2
19621,0,-2.0,0,PM1
19622,0,0.0,0,PM2
19623,0,2.0,0,PM1
19624,0,-2.0,0,PM2
19625,0,11.0,0,PM2
19626,0,1.0,0,PM1
19627,0,-2.0,0,PM2
19628,0,18.0,1,PM1
19629,0,0.0,0,PM2
19630,0,1.0,0,PM1
19631,0,0.0,0,PM1
19632,0,27.0,1,PM2
19633,0,1.0,0,PM1
19634,0,5.0,0,PM2
19635,0,-1.0,0,PM1
19636,0,6.0,0,PM2
19637,0,5.0,0,PM2
19638,0,2.0,0,PM2
19639,0,0.0,0,AM
19640,0,0.0,0,PM2
19641,0,14.0,0,AM
19642,0,3.0,0,PM2
19643,0,-4.0,0,AM
19644,0,1.0,0,AM
19645,0,8.0,0,AM
19646,0,2.0,0,AM
19647,0,-1.0,0,AM
19648,0,1.0,0,AM
19649,0,7.0,0,AM
19650,0,1.0,0,AM
19651,0,3.0,0,AM
19652,0,1.0,0,AM
19653,0,-3.0,0,AM
19654,0,4.0,0,AM
19655,0,2.0,0,AM
19656,0,9.0,0,AM
19657,0,9.0,0,AM
19658,0,0.0,0,AM
19659,0,0.0,0,AM
19660,0,0.0,0,AM
19661,0,5.0,0,AM
19662,0,10.0,0,AM
19663,0,7.0,0,AM
19664,0,5.0,0,AM
19665,0,1.0,0,AM
19666,0,-1.0,0,AM
19667,0,9.0,0,AM
19668,0,1.0,0,AM
19669,0,43.0,1,AM
19670,0,5.0,0,AM
19671,0,-2.0,0,AM
19672,0,-2.0,0,AM
19673,0,10.0,0,AM
19674,0,6.0,0,AM
19675,0,10.0,0,AM
19676,0,-1.0,0,AM
19677,0,14.0,0,AM
19678,0,10.0,0,AM
19679,0,2.0,0,AM
19680,0,4.0,0,AM
19681,0,1.0,0,AM
19682,0,9.0,0,AM
19683,0,5.0,0,AM
19684,0,-4.0,0,AM
19685,0,2.0,0,AM
19686,0,5.0,0,AM
19687,0,2.0,0,AM
19688,0,1.0,0,AM
19689,0,-4.0,0,PM1
19690,0,1.0,0,AM
19691,0,-2.0,0,AM
19692,0,-3.0,0,AM
19693,0,10.0,0,AM
19694,0,5.0,0,AM
19695,0,6.0,0,AM
19696,0,1.0,0,AM
19697,0,3.0,0,AM
19698,0,0.0,0,AM
19699,0,-2.0,0,AM
19700,0,-3.0,0,AM
19701,0,1.0,0,AM
19702,0,-2.0,0,AM
19703,0,3.0,0,AM
19704,0,3.0,0,AM
19705,0,0.0,0,AM
19706,0,10.0,0,AM
19707,0,4.0,0,AM
19708,0,5.0,0,AM
19709,0,-1.0,0,PM1
19710,0,53.0,1,PM1
19711,0,1.0,0,PM1
19712,0,6.0,0,PM1
19713,0,2.0,0,PM2
19714,0,135.0,1,PM1
19715,0,2.0,0,PM1
19716,0,6.0,0,PM1
19717,0,16.0,1,PM1
19718,0,2.0,0,PM2
19719,0,1.0,0,PM1
19720,0,15.0,0,PM1
19721,0,-1.0,0,PM1
19722,0,4.0,0,PM1
19723,0,7.0,0,PM2
19724,0,-2.0,0,PM1
19725,0,0.0,0,PM1
19726,0,2.0,0,PM1
19727,0,1.0,0,PM1
19728,0,3.0,0,PM2
19729,0,-1.0,0,PM1
19730,0,4.0,0,PM1
19731,0,10.0,0,PM2
19732,0,0.0,0,PM2
19733,0,0.0,0,PM2
19734,0,2.0,0,PM2
19735,0,0.0,0,PM1
19736,0,6.0,0,PM1
19737,0,-1.0,0,PM1
19738,0,8.0,0,PM1
19739,0,1.0,0,PM1
19740,0,0.0,0,PM1
19741,0,10.0,0,PM1
19742,0,0.0,0,PM1
19743,0,-1.0,0,PM1
19744,0,20.0,1,PM1
19745,0,3.0,0,PM1
19746,0,14.0,0,PM1
19747,0,-1.0,0,PM1
19748,0,-2.0,0,PM1
19749,0,4.0,0,PM1
19750,0,8.0,0,PM1
19751,0,7.0,0,PM1
19752,0,-1.0,0,PM1
19753,0,2.0,0,PM1
19754,0,3.0,0,PM1
19755,0,4.0,0,PM1
19756,0,-1.0,0,PM1
19757,0,8.0,0,PM1
19758,0,24.0,1,PM1
19759,0,8.0,0,PM1
19760,0,-2.0,0,PM1
19761,0,-3.0,0,PM1
19762,0,11.0,0,PM2
19763,0,4.0,0,PM2
19764,0,-1.0,0,PM2
19765,0,16.0,1,PM2
19766,0,10.0,0,PM2
19767,0,0.0,0,PM2
19768,0,62.0,1,PM2
19769,0,8.0,0,PM2
19770,0,1.0,0,PM2
19771,0,2.0,0,PM2
19772,0,-4.0,0,PM2
19773,0,12.0,0,PM2
19774,0,2.0,0,PM2
19775,0,-6.0,0,PM2
19776,0,-3.0,0,PM2
19777,0,7.0,0,PM2
19778,0,17.0,1,PM2
19779,0,-2.0,0,PM2
19780,0,-1.0,0,PM2
19781,0,0.0,0,PM2
19782,0,24.0,1,PM2
19783,0,1.0,0,AM
19784,0,-1.0,0,PM2
19785,0,0.0,0,AM
19786,0,-4.0,0,PM2
19787,0,5.0,0,AM
19788,0,0.0,0,PM2
19789,0,8.0,0,AM
19790,0,5.0,0,PM2
19791,0,-3.0,0,AM
19792,0,9.0,0,PM1
19793,0,-5.0,0,PM2
19794,0,7.0,0,AM
19795,0,0.0,0,PM2
19796,0,9.0,0,PM1
19797,0,16.0,1,PM2
19798,0,15.0,0,AM
19799,0,55.0,1,PM2
19800,0,-1.0,0,PM1
19801,0,-4.0,0,PM2
19802,0,-1.0,0,AM
19803,0,1.0,0,PM2
19804,0,2.0,0,PM1
19805,0,14.0,0,PM2
19806,0,3.0,0,AM
19807,0,11.0,0,PM2
19808,0,3.0,0,PM1
19809,0,2.0,0,PM2
19810,0,17.0,1,PM2
19811,0,0.0,0,PM1
19812,0,0.0,0,PM2
19813,0,12.0,0,PM2
19814,0,-1.0,0,PM2
19815,0,3.0,0,PM2
19816,0,3.0,0,PM2
19817,0,14.0,0,PM2
19818,0,-5.0,0,PM2
19819,0,2.0,0,AM
19820,0,6.0,0,PM2
19821,0,5.0,0,PM2
19822,0,-4.0,0,PM2
19823,0,0.0,0,AM
19824,0,2.0,0,PM2
19825,0,2.0,0,PM2
19826,0,35.0,1,PM2
19827,0,6.0,0,PM2
19828,0,0.0,0,PM2
19829,0,-4.0,0,AM
19830,0,4.0,0,AM
19831,0,-2.0,0,AM
19832,0,24.0,1,AM
19833,0,-1.0,0,AM
19834,0,4.0,0,AM
19835,0,-1.0,0,AM
19836,0,1.0,0,AM
19837,0,0.0,0,AM
19838,0,18.0,1,AM
19839,0,6.0,0,AM
19840,0,-2.0,0,AM
19841,0,-5.0,0,AM
19842,0,-2.0,0,AM
19843,0,0.0,0,AM
19844,0,-3.0,0,AM
19845,0,2.0,0,AM
19846,0,13.0,0,AM
19847,0,4.0,0,AM
19848,0,-1.0,0,AM
19849,0,2.0,0,AM
19850,0,-2.0,0,AM
19851,0,6.0,0,AM
19852,0,1.0,0,AM
19853,0,2.0,0,AM
19854,0,6.0,0,AM
19855,0,0.0,0,AM
19856,0,2.0,0,AM
19857,0,1.0,0,AM
19858,0,21.0,1,AM
19859,0,23.0,1,AM
19860,0,5.0,0,AM
19861,0,-2.0,0,AM
19862,0,5.0,0,AM
19863,0,8.0,0,AM
19864,0,5.0,0,AM
19865,0,9.0,0,AM
19866,0,5.0,0,AM
19867,0,-1.0,0,AM
19868,0,-1.0,0,AM
19869,0,24.0,1,AM
19870,0,1.0,0,AM
19871,0,-3.0,0,AM
19872,0,-3.0,0,AM
19873,0,1.0,0,AM
19874,0,16.0,1,AM
19875,0,0.0,0,AM
19876,0,-4.0,0,AM
19877,0,21.0,1,AM
19878,0,-1.0,0,AM
19879,0,-1.0,0,AM
19880,0,-1.0,0,AM
19881,0,5.0,0,AM
19882,0,8.0,0,AM
19883,0,-2.0,0,AM
19884,0,1.0,0,AM
19885,0,-3.0,0,AM
19886,0,6.0,0,AM
19887,0,-1.0,0,PM1
19888,0,7.0,0,PM1
19889,0,-7.0,0,PM1
19890,0,-1.0,0,PM1
19891,0,-3.0,0,PM1
19892,0,-4.0,0,PM1
19893,0,14.0,0,PM1
19894,0,45.0,1,PM1
19895,0,2.0,0,PM1
19896,0,5.0,0,PM1
19897,0,17.0,1,PM1
19898,0,-1.0,0,PM1
19899,0,4.0,0,PM1
19900,0,1.0,0,PM1
19901,0,-1.0,0,PM1
19902,0,10.0,0,PM1
19903,0,-6.0,0,PM1
19904,0,3.0,0,PM1
19905,0,-2.0,0,PM1
19906,0,-4.0,0,PM1
19907,0,-3.0,0,PM1
19908,0,-2.0,0,PM1
19909,0,-3.0,0,PM1
19910,0,7.0,0,PM1
19911,0,8.0,0,PM1
19912,0,0.0,0,PM1
19913,0,-4.0,0,PM1
19914,0,0.0,0,PM1
19915,0,3.0,0,PM1
19916,0,5.0,0,PM1
